customer_ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
136,no checking,12,critical,radio/tv,1240.0,no known savings,more than 7 years,4,female,none,2.0,real estate,38,none,own,2,skilled,1.0,yes,yes,good
136,no checking,12,other existing credit,radio/tv,1240.0,no known savings,more than 7 years,4,female,none,2.0,real estate,38,none,own,2,skilled,1.0,yes,yes,good
137,no checking,27,delayed previously,used car,8613.0,more than 1000,less than 4 years,2,male,none,2.0,car,27,none,own,2,skilled,1.0,none,yes,good
138,less than 200,12,existing paid,radio/tv,766.0,500<=Xless than 1000,less than 4 years,4,male,none,3.0,real estate,66,none,own,1,unskilled resident,1.0,none,yes,bad
139,less than 200,15,critical,radio/tv,2728.0,no known savings,less than 7 years,4,male,guarantor,2.0,real estate,35,bank,own,3,skilled,1.0,yes,yes,good
139,less than 200,15,other existing credit,radio/tv,2728.0,no known savings,less than 7 years,4,male,guarantor,2.0,real estate,35,bank,own,3,skilled,1.0,yes,yes,good
140,more than 200,12,existing paid,radio/tv,1881.0,less than 100,less than 4 years,2,female,none,2.0,car,44,none,rent,1,unskilled resident,1.0,yes,yes,good
141,more than 200,6,existing paid,new car,709.0,more than 1000,less than a year,2,male,none,2.0,real estate,27,none,own,1,unemp/unskilled non res,1.0,none,no,good
142,less than 200,36,existing paid,radio/tv,4795.0,less than 100,less than a year,4,female,none,1.0,no known property,30,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
143,0,27,existing paid,radio/tv,3416.0,less than 100,less than 4 years,3,male,none,2.0,car,27,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
144,0,18,existing paid,furniture/equipment,2462.0,less than 100,less than 4 years,2,male,none,2.0,car,22,none,own,1,skilled,1.0,none,yes,bad
145,no checking,21,critical,furniture/equipment,2288.0,less than 100,less than a year,4,female,none,4.0,life insurance,23,none,own,1,skilled,1.0,yes,yes,good
145,no checking,21,other existing credit,furniture/equipment,2288.0,less than 100,less than a year,4,female,none,4.0,life insurance,23,none,own,1,skilled,1.0,yes,yes,good
146,less than 200,48,all paid,business,3566.0,less than 500,less than 7 years,4,male,none,2.0,car,30,none,own,1,skilled,1.0,none,yes,good
147,0,6,critical,new car,860.0,less than 100,more than 7 years,1,female,none,4.0,no known property,39,none,own,2,skilled,1.0,yes,yes,good
147,0,6,other existing credit,new car,860.0,less than 100,more than 7 years,1,female,none,4.0,no known property,39,none,own,2,skilled,1.0,yes,yes,good
148,no checking,12,critical,new car,682.0,less than 500,less than 7 years,4,female,none,3.0,car,51,none,own,2,skilled,1.0,yes,yes,good
148,no checking,12,other existing credit,new car,682.0,less than 500,less than 7 years,4,female,none,3.0,car,51,none,own,2,skilled,1.0,yes,yes,good
149,0,36,critical,furniture/equipment,5371.0,less than 100,less than 4 years,3,male,guarantor,2.0,life insurance,28,none,own,2,skilled,1.0,none,yes,good
149,0,36,other existing credit,furniture/equipment,5371.0,less than 100,less than 4 years,3,male,guarantor,2.0,life insurance,28,none,own,2,skilled,1.0,none,yes,good
150,no checking,18,critical,radio/tv,1582.0,more than 1000,more than 7 years,4,male,none,4.0,car,46,none,own,2,skilled,1.0,none,yes,good
150,no checking,18,other existing credit,radio/tv,1582.0,more than 1000,more than 7 years,4,male,none,4.0,car,46,none,own,2,skilled,1.0,none,yes,good
151,no checking,6,existing paid,radio/tv,1346.0,less than 500,more than 7 years,2,male,none,4.0,no known property,42,bank,for free,1,skilled,2.0,yes,yes,good
152,no checking,10,existing paid,radio/tv,1924.0,less than 100,less than 4 years,1,male,none,4.0,life insurance,38,none,own,1,skilled,1.0,yes,no,good
153,more than 200,36,existing paid,radio/tv,5848.0,less than 100,less than 4 years,4,male,none,1.0,car,24,none,own,1,skilled,1.0,none,yes,good
154,less than 200,24,critical,used car,7758.0,more than 1000,more than 7 years,2,female,none,4.0,no known property,29,none,rent,1,skilled,1.0,none,yes,good
154,less than 200,24,other existing credit,used car,7758.0,more than 1000,more than 7 years,2,female,none,4.0,no known property,29,none,rent,1,skilled,1.0,none,yes,good
155,less than 200,24,delayed previously,business,6967.0,less than 500,less than 7 years,4,male,none,4.0,car,36,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,good
156,0,12,existing paid,furniture/equipment,1282.0,less than 100,less than 4 years,2,female,none,4.0,car,20,none,rent,1,skilled,1.0,none,yes,bad
157,0,9,critical,repairs,1288.0,less than 500,more than 7 years,3,male,guarantor,4.0,real estate,48,none,own,2,skilled,2.0,none,no,good
157,0,9,other existing credit,repairs,1288.0,less than 500,more than 7 years,3,male,guarantor,4.0,real estate,48,none,own,2,skilled,2.0,none,no,good
158,0,12,all paid,retraining,339.0,less than 100,more than 7 years,4,male,none,1.0,car,45,bank,own,1,unskilled resident,1.0,none,yes,good
159,less than 200,24,existing paid,new car,3512.0,less than 500,less than 7 years,2,male,none,3.0,car,38,bank,own,2,skilled,1.0,yes,yes,good
160,no checking,6,critical,radio/tv,1898.0,no known savings,less than 4 years,1,male,none,2.0,real estate,34,none,own,2,unskilled resident,2.0,none,yes,good
160,no checking,6,other existing credit,radio/tv,1898.0,no known savings,less than 4 years,1,male,none,2.0,real estate,34,none,own,2,unskilled resident,2.0,none,yes,good
161,no checking,24,critical,radio/tv,2872.0,less than 500,more than 7 years,3,male,none,4.0,real estate,36,none,own,1,skilled,2.0,yes,yes,good
161,no checking,24,other existing credit,radio/tv,2872.0,less than 500,more than 7 years,3,male,none,4.0,real estate,36,none,own,1,skilled,2.0,yes,yes,good
162,no checking,18,critical,new car,1055.0,less than 100,less than a year,4,female,none,1.0,life insurance,30,none,own,2,skilled,1.0,none,yes,good
162,no checking,18,other existing credit,new car,1055.0,less than 100,less than a year,4,female,none,1.0,life insurance,30,none,own,2,skilled,1.0,none,yes,good
163,no checking,15,existing paid,domestic appliance,1262.0,500<=Xless than 1000,less than 7 years,4,male,none,3.0,life insurance,36,none,own,2,skilled,1.0,yes,yes,good
164,less than 200,10,existing paid,new car,7308.0,less than 100,unemployed,2,male,none,4.0,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
165,no checking,36,existing paid,new car,909.0,500<=Xless than 1000,more than 7 years,4,male,none,4.0,life insurance,36,none,own,1,skilled,1.0,none,yes,good
166,no checking,6,existing paid,furniture/equipment,2978.0,500<=Xless than 1000,less than 4 years,1,male,none,2.0,car,32,none,own,1,skilled,1.0,yes,yes,good
167,0,18,existing paid,furniture/equipment,1131.0,less than 100,unemployed,4,female,none,2.0,car,33,none,own,1,skilled,1.0,none,yes,bad
168,less than 200,11,existing paid,furniture/equipment,1577.0,more than 1000,less than a year,4,female,none,1.0,real estate,20,none,own,1,skilled,1.0,none,yes,good
169,no checking,24,existing paid,furniture/equipment,3972.0,less than 100,less than 7 years,2,female,none,4.0,life insurance,25,none,rent,1,skilled,1.0,yes,yes,good
170,less than 200,24,critical,business,1935.0,less than 100,more than 7 years,4,male,none,4.0,real estate,31,none,own,2,skilled,1.0,yes,yes,bad
170,less than 200,24,other existing credit,business,1935.0,less than 100,more than 7 years,4,male,none,4.0,real estate,31,none,own,2,skilled,1.0,yes,yes,bad
171,0,15,no credits,new car,950.0,less than 100,more than 7 years,4,male,none,3.0,car,33,none,rent,2,skilled,2.0,none,yes,bad
171,0,15,all paid,new car,950.0,less than 100,more than 7 years,4,male,none,3.0,car,33,none,rent,2,skilled,2.0,none,yes,bad
172,no checking,12,existing paid,furniture/equipment,763.0,less than 100,less than 4 years,4,female,none,1.0,real estate,26,none,own,1,skilled,1.0,yes,yes,good
173,less than 200,24,delayed previously,furniture/equipment,2064.0,less than 100,unemployed,3,female,none,2.0,life insurance,34,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
174,less than 200,8,existing paid,radio/tv,1414.0,less than 100,less than 4 years,4,male,guarantor,2.0,real estate,33,none,own,1,skilled,1.0,none,no,good
175,0,21,delayed previously,education,3414.0,less than 100,less than a year,2,male,none,1.0,life insurance,26,none,own,2,skilled,1.0,none,yes,bad
176,no checking,30,all paid,used car,7485.0,no known savings,unemployed,4,female,none,1.0,real estate,53,bank,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
177,0,12,existing paid,furniture/equipment,2577.0,less than 100,less than 4 years,2,male,none,1.0,car,42,none,own,1,skilled,1.0,none,yes,good
178,0,6,critical,radio/tv,338.0,500<=Xless than 1000,more than 7 years,4,male,none,4.0,car,52,none,own,2,skilled,1.0,none,yes,good
178,0,6,other existing credit,radio/tv,338.0,500<=Xless than 1000,more than 7 years,4,male,none,4.0,car,52,none,own,2,skilled,1.0,none,yes,good
179,no checking,12,existing paid,radio/tv,1963.0,less than 100,less than 7 years,4,male,none,2.0,car,31,none,rent,2,high qualif/self emp/mgmt,2.0,yes,yes,good
180,0,21,critical,new car,571.0,less than 100,more than 7 years,4,male,none,4.0,real estate,65,none,own,2,skilled,1.0,none,yes,good
180,0,21,other existing credit,new car,571.0,less than 100,more than 7 years,4,male,none,4.0,real estate,65,none,own,2,skilled,1.0,none,yes,good
181,no checking,36,delayed previously,business,9572.0,less than 100,less than a year,1,male,none,1.0,car,28,none,own,2,skilled,1.0,none,yes,bad
182,less than 200,36,delayed previously,business,4455.0,less than 100,less than 4 years,2,male,none,2.0,real estate,30,stores,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
183,0,21,all paid,new car,1647.0,no known savings,less than 4 years,4,male,none,2.0,life insurance,40,none,own,2,unskilled resident,2.0,none,yes,bad
184,no checking,24,critical,furniture/equipment,3777.0,more than 1000,less than 4 years,4,male,none,4.0,real estate,50,none,own,1,skilled,1.0,yes,yes,good
184,no checking,24,other existing credit,furniture/equipment,3777.0,more than 1000,less than 4 years,4,male,none,4.0,real estate,50,none,own,1,skilled,1.0,yes,yes,good
185,less than 200,18,critical,new car,884.0,less than 100,more than 7 years,4,male,none,4.0,car,36,bank,own,1,skilled,2.0,yes,yes,bad
185,less than 200,18,other existing credit,new car,884.0,less than 100,more than 7 years,4,male,none,4.0,car,36,bank,own,1,skilled,2.0,yes,yes,bad
186,no checking,15,critical,radio/tv,1360.0,less than 100,less than 4 years,4,male,none,2.0,life insurance,31,none,own,2,skilled,1.0,none,yes,good
186,no checking,15,other existing credit,radio/tv,1360.0,less than 100,less than 4 years,4,male,none,2.0,life insurance,31,none,own,2,skilled,1.0,none,yes,good
187,less than 200,9,all paid,used car,5129.0,less than 100,more than 7 years,2,female,none,4.0,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2.0,yes,yes,bad
188,less than 200,16,critical,new car,1175.0,less than 100,unemployed,2,male,none,3.0,car,68,none,for free,3,unemp/unskilled non res,1.0,yes,yes,good
188,less than 200,16,other existing credit,new car,1175.0,less than 100,unemployed,2,male,none,3.0,car,68,none,for free,3,unemp/unskilled non res,1.0,yes,yes,good
189,0,12,existing paid,radio/tv,674.0,less than 500,less than 7 years,4,male,none,1.0,life insurance,20,none,own,1,skilled,1.0,none,yes,bad
190,less than 200,18,no credits,furniture/equipment,3244.0,less than 100,less than 4 years,1,female,none,4.0,car,33,bank,own,2,skilled,1.0,yes,yes,good
190,less than 200,18,all paid,furniture/equipment,3244.0,less than 100,less than 4 years,1,female,none,4.0,car,33,bank,own,2,skilled,1.0,yes,yes,good
191,no checking,24,existing paid,business,4591.0,more than 1000,less than 4 years,2,male,none,3.0,life insurance,54,none,own,3,high qualif/self emp/mgmt,1.0,yes,yes,bad
192,less than 200,48,no credits,business,3844.0,less than 500,less than 7 years,4,male,none,4.0,no known property,34,none,for free,1,unskilled resident,2.0,none,yes,bad
192,less than 200,48,all paid,business,3844.0,less than 500,less than 7 years,4,male,none,4.0,no known property,34,none,for free,1,unskilled resident,2.0,none,yes,bad
193,less than 200,27,existing paid,business,3915.0,less than 100,less than 4 years,4,male,none,2.0,car,36,none,own,1,skilled,2.0,yes,yes,bad
194,no checking,6,existing paid,radio/tv,2108.0,less than 100,less than 7 years,2,male,none,2.0,real estate,29,none,rent,1,skilled,1.0,none,yes,good
195,less than 200,45,existing paid,radio/tv,3031.0,less than 500,less than 4 years,4,male,guarantor,4.0,life insurance,21,none,rent,1,skilled,1.0,none,yes,bad
196,less than 200,9,critical,education,1501.0,less than 100,more than 7 years,2,female,none,3.0,car,34,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
196,less than 200,9,other existing credit,education,1501.0,less than 100,more than 7 years,2,female,none,3.0,car,34,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
197,no checking,6,critical,radio/tv,1382.0,less than 100,less than 4 years,1,female,none,1.0,car,28,none,own,2,skilled,1.0,yes,yes,good
197,no checking,6,other existing credit,radio/tv,1382.0,less than 100,less than 4 years,1,female,none,1.0,car,28,none,own,2,skilled,1.0,yes,yes,good
198,less than 200,12,existing paid,furniture/equipment,951.0,less than 500,less than a year,4,female,none,4.0,car,27,bank,rent,4,skilled,1.0,none,yes,bad
199,less than 200,24,existing paid,used car,2760.0,no known savings,more than 7 years,4,male,none,4.0,no known property,36,bank,for free,1,skilled,1.0,yes,yes,good
200,less than 200,18,delayed previously,furniture/equipment,4297.0,less than 100,more than 7 years,4,male,none,3.0,no known property,40,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
201,no checking,9,critical,education,936.0,500<=Xless than 1000,more than 7 years,4,male,none,2.0,car,52,none,own,2,skilled,1.0,yes,yes,good
201,no checking,9,other existing credit,education,936.0,500<=Xless than 1000,more than 7 years,4,male,none,2.0,car,52,none,own,2,skilled,1.0,yes,yes,good
202,0,12,existing paid,new car,1168.0,less than 100,less than 4 years,4,male,none,3.0,real estate,27,none,own,1,unskilled resident,1.0,none,yes,good
203,no checking,27,delayed previously,business,5117.0,less than 100,less than 7 years,3,male,none,4.0,car,26,none,own,2,skilled,1.0,none,yes,good
204,0,12,existing paid,retraining,902.0,less than 100,less than 7 years,4,male,none,4.0,life insurance,21,none,rent,1,skilled,1.0,none,yes,bad
205,no checking,12,critical,new car,1495.0,less than 100,more than 7 years,4,male,none,1.0,real estate,38,none,own,2,unskilled resident,2.0,none,yes,good
205,no checking,12,other existing credit,new car,1495.0,less than 100,more than 7 years,4,male,none,1.0,real estate,38,none,own,2,unskilled resident,2.0,none,yes,good
206,0,30,critical,used car,10623.0,less than 100,more than 7 years,3,male,none,4.0,no known property,38,none,for free,3,high qualif/self emp/mgmt,2.0,yes,yes,good
206,0,30,other existing credit,used car,10623.0,less than 100,more than 7 years,3,male,none,4.0,no known property,38,none,for free,3,high qualif/self emp/mgmt,2.0,yes,yes,good
207,no checking,12,critical,furniture/equipment,1935.0,less than 100,more than 7 years,4,male,none,4.0,real estate,43,none,own,3,skilled,1.0,yes,yes,good
207,no checking,12,other existing credit,furniture/equipment,1935.0,less than 100,more than 7 years,4,male,none,4.0,real estate,43,none,own,3,skilled,1.0,yes,yes,good
208,less than 200,12,critical,domestic appliance,1424.0,less than 100,less than 7 years,4,male,none,3.0,life insurance,26,none,own,1,skilled,1.0,none,yes,good
208,less than 200,12,other existing credit,domestic appliance,1424.0,less than 100,less than 7 years,4,male,none,3.0,life insurance,26,none,own,1,skilled,1.0,none,yes,good
209,0,24,existing paid,business,6568.0,less than 100,less than 4 years,2,male,none,2.0,car,21,stores,own,1,unskilled resident,1.0,none,yes,good
